AK,ADKUSNVLST,832,,N
AK,AKHIOK,832,,N
AK,AKIACHAK,832,,N
AK,AKIAK,832,,N
AK,AKUTAN,832,,N
AK,ALAKANUK,832,,N
AK,ALITAK,832,,N
AK,ALLAKAKET,832,,N
AK,AMBLER,832,,N
AK,ANATVKPASS,832,,N
AK,ANCHORAGE,832,"Anchorage, AK",Y
AK,ANGOON,832,,N
AK,ANIAK,832,,N
AK,ANNETTE,832,,N
AK,ANVIK,832,,N
AK,ARCTIC VLG,832,,N
AK,ATKA,832,,N
AK,ATMAUTLUAK,832,,N
AK,ATQASUK,832,,N
AK,BARROW,832,,N
AK,BEAVER,832,,N
AK,BETHEL,832,,N
AK,BETTLES,832,,N
AK,BIG LAKE,832,,N
AK,BIRCHCREEK,832,,N
AK,BIRD CREEK,832,"Anchorage, AK",N
AK,BLK RAPIDS,832,,N
AK,BORDERCITY,832,,N
AK,BUCKLAND,832,,N
AK,CANTWELL,832,,N
AK,CAPE POLE,832,,N
AK,CENTRAL,832,,N
AK,CHALKYITSK,832,,N
AK,CHANDALAR,832,,N
AK,CHAUTHBALK,832,,N
AK,CHEFORNAK,832,,N
AK,CHENA,832,,N
AK,CHENEGABAY,832,"Anchorage, AK",N
AK,CHEVAK,832,,N
AK,CHIGNIK,832,,N
AK,CHIGNIK LK,832,,N
AK,CHIGNILGON,832,,N
AK,CHISANA,832,,N
AK,CHITINA,832,,N
AK,CHUGIAK,832,"Anchorage, AK",N
AK,CIRCLE,832,,N
AK,CLEAR AFS,832,,N
AK,CLEARYSMMT,832,,N
AK,COFFMAN CV,832,,N
AK,COLD BAY,832,,N
AK,COLDFOOT,832,,N
AK,COOPER LDG,832,,N
AK,CORDOVA,832,,N
AK,COUNCIL,832,,N
AK,CPLSBRNAFS,832,,N
AK,CPNEWENAFS,832,,N
AK,CPRMANZAFS,832,,N
AK,CRAIG,832,,N
AK,CROOKEDCRK,832,,N
AK,DEADHORSE,832,,N
AK,DEERING,832,,N
AK,DELTA JCT,832,,N
AK,DILLINGHAM,832,,N
AK,DOT LAKE,832,,N
AK,DRY CREEK,832,,N
AK,EAGLE,832,,N
AK,EAGLERIVER,832,"Anchorage, AK",N
AK,EARECKSON,832,"Anchorage, AK",N
AK,EDNA BAY,832,,N
AK,EEK,832,,N
AK,EGEGIK,832,,N
AK,EIELSONAFB,832,,N
AK,EKUK,832,,N
AK,EKWOK,832,,N
AK,ELFIN COVE,832,,N
AK,ELIM,832,,N
AK,ELMEDRFAFB,832,"Anchorage, AK",N
AK,EMMONAK,832,,N
AK,ENGLISHBAY,832,,N
AK,EXCUSNINLT,832,,N
AK,FAIRBANKS,832,,N
AK,FALSE PASS,832,,N
AK,FORT YUKON,832,,N
AK,FORTGREELY,832,,N
AK,FTRICHADSN,832,"Anchorage, AK",N
AK,FTWAINWRIT,832,,N
AK,GALENA,832,,N
AK,GALENA AFS,832,,N
AK,GAMBELL,832,,N
AK,GIRDWOOD,832,"Anchorage, AK",N
AK,GLENNALLEN,832,,N
AK,GOLOVIN,832,,N
AK,GOODNEWSBY,832,,N
AK,GRAYLING,832,,N
AK,GRNCRKMINE,832,,N
AK,GUSTAVUS,832,,N
AK,HAINES,832,,N
AK,HALIBUT CV,832,,N
AK,HEALY,832,,N
AK,HEALY LAKE,832,,N
AK,HOLLIS,832,,N
AK,HOLY CROSS,832,,N
AK,HOMER,832,,N
AK,HOONAH,832,,N
AK,HOOPER BAY,832,,N
AK,HUGHES,832,,N
AK,HUSLIA,832,,N
AK,HYDABURG,832,,N
AK,IGIUGIG,832,,N
AK,ILIAMNA,832,,N
AK,INDINMTAFS,832,,N
AK,JIMRIVCAMP,832,,N
AK,JUNEAU,832,,N
AK,KAKE,832,,N
